text,emotion
Yeah ! I have been sailing my whole life . When I was fifteen my dad bought me my own boat .,joy
Your own boat ?,surprise
What ? ! What ? ! He was trying to cheer me up ! My pony was sick .,surprise
Look at this clown !,anger
Just because he is got a bigger boat he thinks he can take up the whole river .,disgust
Get out of the way jackass !,anger
Who names their boat Coast Guard anyway ?,disgust
That is the Coast Guard .,neutral
What are they doing out here ? The coast all the way over there .,surprise
"All right , I definitely taste nutmeg .",neutral
You do ?,surprise
"You do not ? Well , that is the difference between a professional and a layman .",surprise
That and arrogance .,disgust
Hey .,neutral
Hey ! How was sailing ?,neutral
"That is the day you are gonna die ? See ... darnit , I have got shuffleboard that day .",surprise
That is what you think .,disgust
"Well , I mean what about friends of your grandmother ? Would not they have the recipe ?",neutral
"Well , you know I may have relatives in France who would know . My grandmother said she got the recipe from her grandmother , Nesele Tolouse .",neutral
What was her name ?,surprise
Nestley Toulouse .,neutral
Nestle Toll House ?,surprise
"Oh , you Americans always butcher the French language .",neutral
Yes ! ! Oh .,surprise
I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time !,anger
I know ! You see it is stuff like this which is why you are burning in hell ! !,anger
No ... no ... no ... no . Hey !,joy
"Anyway , I should go . Okay , bye .",neutral
Hey sweetie .,joy
"Hi sweetie . So , what was with all the whispering ?",neutral
I can not tell you . It is a secret .,neutral
Secret ? Married people are not supposed to have secrets between one another . We have too much love and respect for one another .,sadness
Awww . But still no .,neutral
"No I am serious , we should tell each other everything . I do not have any secrets from you .",neutral
"Really ? Okay , so why do not you tell me what happened to Ross Junior year at Disneyland ?",surprise
"Oh no ... no , I can not do that .",fear
"If you tell me , I will tell you what Phoebe said .",joy
Okay .,joy
Okay .,joy
"So , Ross and I are going to Disneyland and we stop at this restaurant for tacos . And when I say restaurant , I mean a guy , a hibachi , and the trunk of his car . So Ross has about 10 tacos . And anyway , we’re on Space Mountain and Ross starts to feel a little iffy .",neutral
Oh my God . He threw up ?,surprise
"No , he visited a little town south of throw up . So what was Phoebe secret ?",neutral
"Oh , Nancy Thompson from Phoebe old massage place is getting fired .",neutral
That is it ? ! I gave up my Disneyland story for that ?,joy
That is right ! You lose sucker ! ! Please still marry me .,joy
"Chandler , you have an assistant right ?",neutral
Did she call ? You ... you told her I was sick right ? Always tell her I am sick !,fear
What happened in Atlantic City ? !,surprise
"Well , Chandler and I are in a bar ...",neutral
"Did you not hear me say , "" Dude ! "" ?",anger
"And this girl is making eyes at Chandler , okay ?",neutral
"So after awhile he ... he goes over to her and uh , after a minute or two , I see them kissing .",neutral
"Now , I know what you are thinking , Chandler not the type of guy who just goes to bars and makes out with girls , and you are right , Chandler not the type of guy who just goes to bars and makes out with ... girls .",neutral
You kissed a guy ? ! ! Oh my God .,surprise
"In my defense , it was dark and he was a very pretty guy .",anger
"Oh Mon , I laughed so hard",joy
"Ho ... ho , so hard we had to throw out your underwear again ?",anger
"Whatever dude , you kissed a guy .",neutral
Wait !,sadness
Terry !,sadness
Please !,sadness
"Look , I just lost my other job .",sadness
Okay ?,neutral
You have no idea how much I need this .,sadness
"Please , help me out , for old times sake .",sadness
This poor guy been in a coma for five years . It is hopeless .,sadness
"It is not hopeless ! Dr . Stryker Ramoray a miracle worker . Look , here he comes .",neutral
"Good morning . Drake , it is your brother Stryker . Can you hear me ?",neutral
I am back baby ! Ha ... ha ... ha !,joy
Do you have a minute ?,neutral
"Well yeah , sure , what up ?",neutral
I got asked out twice today when I was at lunch ... by guys .,neutral
Oh really ? !,surprise
Yeah . Did you tell someone that I was gay ?,neutral
"Oh , did you not want people to know that ?",surprise
I do not think I should say .,neutral
"Ohh , you can say . Come on , I do not want you to feel like you can not tell me things .",joy
Okay .,neutral
Kay .,neutral
Well,neutral
Yeah .,neutral
I would love to ask out your friend Phoebe .,neutral
"Yeah , she is gay .",neutral
"Chandler , listen to me sweetie , I know you can do this . Okay ? You have a beautiful smile .",joy
I do ?,surprise
"Yeah ! All right , maybe you do not have to smile . Let try something else . Let try umm , try looking sexy .",neutral
Okay .,neutral
Or not .,neutral
Hi Joey ! What are you doing here ?,joy
"Uhh , well I have got an audition down the street and I spilled sauce all over the front of my shirt . You got an extra one ?",sadness
"Yeah , sure . Umm ... here .",neutral
Great . You got anything that is not Ralph Lauren ?,disgust
"Yeah , I do not think so Joe .",neutral
"All right , I guess this will be fine .",neutral
"Hey , listen umm , what ... what are you doing tonight ?",neutral
"Nothing , why ?",neutral
How would you feel about taking out my assistant Tag ? I will pay .,neutral
"Huh , Rach I got to say it is gonna take a lot of money for me to go out on a date with a dude .",disgust
I am not asking you to go on a date with him !,neutral
Really ? Cause I could kinda use the money .,surprise
"Joey , just ... just he ... he is new in town and I know he does not have any guy friends .",neutral
Just take him to like a ball game or something .,neutral
I will really appreciate it .,neutral
"Yeah , okay .",neutral
OK .,neutral
"Sure , no problem . Ooh ... Hey , donuts !",joy
I know . Let try a look ... of far off ... wonderment .,neutral
"Okay , we will ... we will gaze into our future and we will think about our marriage and the days to come .",joy
Chandler ! What is the matter with your face ? !,anger
"I mean this picture is supposed to say "" Geller and Bing to be married , "" not "" Local woman saves drowning moron ! """,anger
Hey ! Do not laugh at him !,anger
He is my drowning moron !,joy
"I like this one . It seems to say , "" I love you and that is why I have to kill you . """,neutral
"They can not all be bad . Find the one where you make your bedroom eyes . Ohh , there it is .",sadness
Oh my God ! Those are my bedroom eyes ? ! Why did you ever sleep with me ?,surprise
Do you really want to pull at that thread ?,surprise
I am having a really good time !,joy
Me too ! I am sorry that guy in the subway licked your neck .,sadness
"Ohh . No that is okay , he is a friend .",neutral
"Hey uh , I do not mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go ?",neutral
"Yeah , I ... Well you know I ... I mean I missed the ... the semi ... finals , so I would just be lost .",sadness
"I know it is really lame , but I got these tickets from my boss and ... Oh no ! No ! No ! My God !",surprise
"Okay , do not freak out . I will go .",neutral
"No it is ... Uh , my ex ... wife Whitney is out there . I cannot deal with her right now . That woman is crazy !",anger
"Okay , I know . Hold on . Hey Ross ?",neutral
Yeah ?,neutral
"Yeah , umm that is Whitney , Kyle ex ... wife out there , now do you think that you can you know divert her so that we can slip out ?",neutral
What ? ! No !,surprise
Well okay but I have two tickets to the ballroom dance finals .,neutral
"Look , I do not think so Pheebs . All right , I will do it . But just because you are a friend .",neutral
Good morning .,joy
"Hi Tag ! Hey , so did you have fun with uh , with Joey last night ?",joy
Oh yeah ! We went to the Knicks game .,joy
Ohh that is nice .,joy
Then we went to this bar and he hooked us up with all these women !,joy
Wo ... women ? You mean like old women ?,surprise
"Well kinda old , like 30 .",neutral
Oh .,neutral
"And I never used to be able to just talk to girls in bars , but I got like 20 phone numbers last night .",surprise
"That is great ! Wow man , so Joey must have really taught you some stuff huh ?",surprise
A little .,neutral
Yeah ?,neutral
How you doing ?,joy
Can you people not see me ? !,anger
"So , will you talk to him ?",neutral
I do not know Rach .,sadness
"Oh , come on ! I will give you ten free Ralph Lauren shirts .",neutral
One ! No ten ! You said ten ! You can not take that back !,anger
Hey guys check it out ! My mom sent me the paper !,joy
"Ooh , let see it !",joy
"Oh yeah , that looks good .",joy
You guys make a very attractive couple .,neutral
"Yeah , we look great together .",joy
Okay .,neutral
Wow ! Imagine what our kids would look like !,joy
"You know , we do not have to imagine .",neutral
I am marrying her .,anger
We will just see .,neutral
"Okay , the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor .",neutral
Oh my God ! This is it ! I really hope it is you !,joy
I hope it is you .,joy
Me too !,joy
"First of all um , I love you both so much and you are both so important to me",joy
"Okay , bla ... bla ... bla ... bla ! ! Who is it ? !",joy
"Well umm , I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other .",neutral
"Like hypothetically , if Phoebe were mine",neutral
Yes ! ! ! Oh ! !,joy
Hypothetically !,anger
Still .,joy
If Phoebe were my maid of honor,neutral
"Rachel would be Phoebe , I would be Rachel , that way we all get to do it once and no one would get upset .",neutral
Yeah that is actually a pretty good idea .,neutral
